expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
fiddle about,998,user_list,phrasal verb,medium,less_common,no,high
gang up,999,user_list,phrasal verb,medium,less_common,no,high
gear to,1000,user_list,prepositional verb,medium,less_common,no,high
gross out,1001,user_list,phrasal verb,medium,less_common,no,high
keep off,1002,user_list,phrasal verb,medium,common,no,high
level out,1003,user_list,phrasal verb,medium,less_common,no,high
muddle through,1004,user_list,phrasal verb,medium,less_common,no,high
pay into,1005,user_list,prepositional verb,medium,less_common,no,high
plug away,1006,user_list,phrasal verb,medium,less_common,no,high
rein in,1007,user_list,phrasal verb,medium,less_common,no,high
serve out,1008,user_list,phrasal verb,medium,less_common,no,high
set against,1009,user_list,prepositional verb,medium,common,no,high
shove off,1010,user_list,phrasal verb,medium,less_common,no,high
sweep out,1011,user_list,phrasal verb,medium,less_common,no,high
carve up,1012,user_list,phrasal verb,medium,less_common,no,high
cheer on,1013,user_list,phrasal verb,medium,less_common,no,high
die away,1014,user_list,phrasal verb,medium,less_common,no,high
flag down,1015,user_list,phrasal verb,medium,less_common,no,high
flag up,1016,user_list,phrasal verb,medium,less_common,no,high
flash back,1017,user_list,phrasal verb,medium,less_common,no,high
knock around,1018,user_list,phrasal verb,medium,less_common,no,high
measure against,1019,user_list,prepositional verb,medium,less_common,no,high
pass off,1020,user_list,phrasal verb,medium,less_common,no,high
perk up,1021,user_list,phrasal verb,medium,less_common,no,high
rough out,1022,user_list,phrasal verb,medium,less_common,no,high
scratch out,1023,user_list,phrasal verb,medium,less_common,no,high
shell out,1024,user_list,phrasal verb,medium,less_common,no,high
shore up,1025,user_list,phrasal verb,medium,less_common,no,high
show around,1026,user_list,phrasal verb,easy,very_common,no,high
simmer down,1027,user_list,phrasal verb,medium,less_common,no,high
soften up,1028,user_list,phrasal verb,medium,less_common,no,high
surrender yourself to,1029,user_list,prepositional verb,medium,less_common,no,medium
bundle up,1030,user_list,phrasal verb,medium,less_common,no,high
buzz about,1031,user_list,phrasal verb,hard,rare,no,high
call forth,1032,user_list,phrasal verb,medium,common,no,high
creep out,1033,user_list,phrasal verb,medium,less_common,no,high
dash off,1034,user_list,phrasal verb,medium,less_common,no,high
derive from,1035,user_list,prepositional verb,medium,less_common,no,high
drop away,1036,user_list,phrasal verb,medium,common,no,high
glass over,1037,user_list,phrasal verb,medium,less_common,no,high
make off with,1038,user_list,phrasal-prepositional verb,medium,common,no,medium
poop out,1039,user_list,phrasal verb,hard,rare,no,high
pounce on,1040,user_list,prepositional verb,medium,less_common,no,high
pump into,1041,user_list,prepositional verb,medium,less_common,no,high
rat out,1042,user_list,phrasal verb,medium,less_common,no,high
root out,1043,user_list,phrasal verb,medium,less_common,no,high
sell up,1044,user_list,phrasal verb,medium,less_common,no,high
slice off,1045,user_list,phrasal verb,medium,less_common,no,high
stop out,1046,user_list,phrasal verb,medium,less_common,no,high
swarm with,1047,user_list,prepositional verb,medium,less_common,no,high
talk around,1048,user_list,prepositional verb,medium,less_common,no,high
tell off,1049,user_list,phrasal verb,medium,less_common,no,high
chalk up,1050,user_list,phrasal verb,medium,less_common,no,high
consist in,1051,user_list,prepositional verb,medium,less_common,no,high
cotton to,1052,user_list,prepositional verb,medium,less_common,no,high
crowd around,1053,user_list,phrasal verb,medium,less_common,no,high
dish out,1054,user_list,phrasal verb,medium,less_common,no,high
expand on,1055,user_list,phrasal verb,medium,less_common,no,high
explain away,1056,user_list,phrasal verb,medium,less_common,no,high
firm up,1057,user_list,phrasal verb,medium,less_common,no,high
follow around,1058,user_list,phrasal verb,medium,less_common,no,high
force upon,1059,user_list,prepositional verb,medium,less_common,no,high
hear out,1060,user_list,phrasal verb,medium,less_common,no,high
identify yourself with,1061,user_list,prepositional verb,medium,less_common,no,medium
order around,1062,user_list,prepositional verb,medium,less_common,no,high
paint out,1063,user_list,phrasal verb,medium,less_common,no,high
rope into,1064,user_list,prepositional verb,medium,less_common,no,high
rustle up,1065,user_list,phrasal verb,medium,less_common,no,high
sign away,1066,user_list,phrasal verb,medium,less_common,no,high
smell out,1067,user_list,phrasal verb,medium,less_common,no,high
taper off,1068,user_list,phrasal verb,medium,less_common,no,high
bulk up,1069,user_list,phrasal verb,medium,less_common,no,high
bum around,1070,user_list,phrasal verb,hard,rare,no,high
cash up,1071,user_list,phrasal verb,medium,less_common,no,high
catch at,1072,user_list,prepositional verb,medium,less_common,no,high
cross off,1073,user_list,phrasal verb,medium,less_common,no,high
crunch up,1074,user_list,phrasal verb,medium,less_common,no,high
drill down,1075,user_list,phrasal verb,medium,less_common,no,high
hammer out,1076,user_list,phrasal verb,medium,less_common,no,high
hurry on,1077,user_list,phrasal verb,medium,less_common,no,high
lapse into,1078,user_list,prepositional verb,medium,less_common,no,high
lop off,1079,user_list,phrasal verb,medium,less_common,no,high
plant out,1080,user_list,phrasal verb,medium,less_common,no,high
power off,1081,user_list,phrasal verb,medium,less_common,no,high
rake in,1082,user_list,phrasal verb,medium,less_common,no,high
rub out,1083,user_list,phrasal verb,medium,less_common,no,high
set apart,1084,user_list,phrasal verb,medium,common,no,high
smooth out,1085,user_list,phrasal verb,medium,less_common,no,high
stop over,1086,user_list,phrasal verb,medium,less_common,no,high
stop up,1087,user_list,phrasal verb,medium,less_common,no,high
string along,1088,user_list,phrasal verb,medium,less_common,no,high
bowl over,1089,user_list,phrasal verb,medium,less_common,no,high
branch off,1090,user_list,phrasal verb,medium,less_common,no,high
breeze through,1091,user_list,phrasal verb,medium,less_common,no,high
bring before,1092,user_list,prepositional verb,medium,common,no,high
bum about,1093,user_list,phrasal verb,hard,rare,no,high
carry forward,1094,user_list,phrasal verb,medium,common,no,high
cheat of,1095,user_list,prepositional verb,medium,less_common,no,high
cop off,1096,user_list,phrasal verb,hard,rare,no,high
drag out of,1097,user_list,phrasal-prepositional verb,hard,less_common,no,medium
edge out,1098,user_list,phrasal verb,medium,less_common,no,high
embark upon,1099,user_list,prepositional verb,medium,less_common,no,high
fill up on,1100,user_list,phrasal-prepositional verb,medium,common,no,medium
flesh out,1101,user_list,phrasal verb,medium,less_common,no,high
flood out,1102,user_list,phrasal verb,medium,less_common,no,high
give yourself up to,1103,user_list,phrasal-prepositional verb,hard,less_common,no,medium
grind out,1104,user_list,phrasal verb,medium,less_common,no,high
hush up,1105,user_list,phrasal verb,hard,rare,no,high
mark off,1106,user_list,phrasal verb,medium,less_common,no,high
model after,1107,user_list,prepositional verb,medium,less_common,no,high
pit against,1108,user_list,prepositional verb,medium,less_common,no,high
push over,1109,user_list,phrasal verb,medium,less_common,no,high
put about,1110,user_list,prepositional verb,medium,common,no,high
put before,1111,user_list,prepositional verb,medium,common,no,high
put over,1112,user_list,prepositional verb,medium,common,no,high
rail off,1113,user_list,phrasal verb,medium,less_common,no,high
scale down,1114,user_list,phrasal verb,medium,less_common,no,high
send out for,1115,user_list,phrasal-prepositional verb,hard,less_common,no,medium
snap up,1116,user_list,phrasal verb,medium,less_common,no,high
square up,1117,user_list,phrasal verb,medium,less_common,no,high
boot out,1118,user_list,phrasal verb,medium,less_common,no,high
burn itself out,1119,user_list,phrasal verb,medium,less_common,no,medium
check over,1120,user_list,prepositional verb,medium,common,no,high
cobble together,1121,user_list,phrasal verb,medium,less_common,no,high
fizzle out,1122,user_list,phrasal verb,medium,less_common,no,high
fold into,1123,user_list,prepositional verb,medium,less_common,no,high
insist on doing,1124,user_list,prepositional verb,medium,common,no,high
louse up,1125,user_list,phrasal verb,hard,rare,no,high
mix into,1126,user_list,prepositional verb,medium,less_common,no,high
mow down,1127,user_list,phrasal verb,medium,less_common,no,high
muck around,1128,user_list,phrasal verb,hard,rare,no,high
nip off,1129,user_list,phrasal verb,medium,less_common,no,high
not hear of,1130,user_list,verb phrase,hard,less_common,no,low
pack away,1131,user_list,phrasal verb,medium,less_common,no,high
pick through,1132,user_list,phrasal verb,medium,common,no,high
pine away,1133,user_list,phrasal verb,medium,less_common,no,high
rough up,1134,user_list,phrasal verb,medium,less_common,no,high
sleep off,1135,user_list,phrasal verb,medium,less_common,no,high
sniff at,1136,user_list,prepositional verb,medium,less_common,no,high
stow away,1137,user_list,phrasal verb,medium,less_common,no,high
take against,1138,user_list,prepositional verb,medium,common,no,high
tank up,1139,user_list,phrasal verb,medium,less_common,no,high
bring around,1140,user_list,phrasal verb,medium,common,no,high
bring forward,1141,user_list,phrasal verb,medium,common,no,high
brush down,1142,user_list,phrasal verb,medium,less_common,no,high
conk out,1143,user_list,phrasal verb,medium,less_common,no,high
cross through,1144,user_list,phrasal verb,medium,less_common,no,high
drag up,1145,user_list,phrasal verb,medium,less_common,no,high
fork out,1146,user_list,phrasal verb,medium,less_common,no,high
freeze out,1147,user_list,phrasal verb,medium,less_common,no,high
hit upon,1148,user_list,prepositional verb,medium,less_common,no,high
juice up,1149,user_list,phrasal verb,medium,less_common,no,high
knuckle down,1150,user_list,phrasal verb,medium,less_common,no,high
level off,1151,user_list,phrasal verb,medium,less_common,no,high
look on as,1152,user_list,phrasal-prepositional verb,medium,common,no,medium
pander to,1153,user_list,prepositional verb,medium,less_common,no,high
pound out,1154,user_list,phrasal verb,medium,less_common,no,high
scale up,1155,user_list,phrasal verb,medium,less_common,no,high
smack of,1156,user_list,prepositional verb,medium,less_common,no,high
smooth over,1157,user_list,phrasal verb,medium,less_common,no,high
square away,1158,user_list,phrasal verb,medium,less_common,no,high
tee off,1159,user_list,phrasal verb,hard,rare,no,high
butter up,1160,user_list,phrasal verb,medium,less_common,no,high
choke out,1161,user_list,phrasal verb,medium,less_common,no,high
clam up,1162,user_list,phrasal verb,medium,less_common,no,high
cling on to,1163,user_list,phrasal-prepositional verb,hard,less_common,no,medium
cream off,1164,user_list,phrasal verb,medium,less_common,no,high
devote to,1165,user_list,prepositional verb,medium,less_common,no,high
dredge up,1166,user_list,phrasal verb,medium,less_common,no,high
force down,1167,user_list,phrasal verb,medium,less_common,no,high
horse around,1168,user_list,phrasal verb,medium,less_common,no,high
invite back,1169,user_list,phrasal verb,medium,less_common,no,high
jog on,1170,user_list,phrasal verb,medium,less_common,no,high
log out,1171,user_list,phrasal verb,medium,less_common,no,high
marry off,1172,user_list,phrasal verb,medium,less_common,no,high
marry up,1173,user_list,phrasal verb,medium,less_common,no,high
mellow out,1174,user_list,phrasal verb,hard,rare,no,high
note down,1175,user_list,phrasal verb,medium,less_common,no,high
pair off,1176,user_list,phrasal verb,medium,less_common,no,high
play upon,1177,user_list,prepositional verb,medium,less_common,no,high
puff out,1178,user_list,phrasal verb,medium,less_common,no,high
pull ahead,1179,user_list,phrasal verb,medium,less_common,no,high
reside with,1180,user_list,prepositional verb,medium,less_common,no,high
seize on,1181,user_list,phrasal verb,medium,less_common,no,high
sit about,1182,user_list,prepositional verb,medium,common,no,high
slim down,1183,user_list,phrasal verb,medium,less_common,no,high
spark up,1184,user_list,phrasal verb,medium,less_common,no,high
splash out,1185,user_list,phrasal verb,medium,less_common,no,high
split off,1186,user_list,phrasal verb,medium,less_common,no,high
swear off,1187,user_list,phrasal verb,medium,less_common,no,high
bunch up,1188,user_list,phrasal verb,medium,less_common,no,high
chew out,1189,user_list,phrasal verb,medium,less_common,no,high
clamp down,1190,user_list,phrasal verb,medium,less_common,no,high
commune with,1191,user_list,prepositional verb,medium,less_common,no,high
cover yourself up,1192,user_list,phrasal verb,medium,less_common,no,medium
do out of,1193,user_list,phrasal-prepositional verb,hard,less_common,no,medium
enter upon,1194,user_list,prepositional verb,medium,less_common,no,high
fit up,1195,user_list,phrasal verb,medium,less_common,no,high
flatten out,1196,user_list,phrasal verb,medium,less_common,no,high
forge ahead,1197,user_list,phrasal verb,medium,less_common,no,high
give yourself over to,1198,user_list,phrasal-prepositional verb,hard,less_common,no,medium
hark back,1199,user_list,phrasal verb,medium,less_common,no,high
hire out,1200,user_list,phrasal verb,medium,less_common,no,high
jot down,1201,user_list,phrasal verb,medium,less_common,no,high
open into,1202,user_list,prepositional verb,medium,less_common,no,high
pay down,1203,user_list,phrasal verb,medium,less_common,no,high
prey upon,1204,user_list,prepositional verb,medium,less_common,no,high
read back,1205,user_list,phrasal verb,medium,common,no,high
rinse out,1206,user_list,phrasal verb,medium,less_common,no,high
rub down,1207,user_list,phrasal verb,medium,less_common,no,high
scrub up,1208,user_list,phrasal verb,medium,less_common,no,high
send forth,1209,user_list,phrasal verb,medium,less_common,no,high
spruce up,1210,user_list,phrasal verb,medium,less_common,no,high
square off,1211,user_list,phrasal verb,medium,less_common,no,high
steam up,1212,user_list,phrasal verb,medium,less_common,no,high
string up,1213,user_list,phrasal verb,medium,less_common,no,high
bring out in,1214,user_list,phrasal verb,medium,common,no,high
bump off,1215,user_list,phrasal verb,medium,less_common,no,high
chase up,1216,user_list,phrasal verb,medium,less_common,no,high
cheat out of,1217,user_list,phrasal-prepositional verb,hard,less_common,no,medium
clamp on,1218,user_list,phrasal verb,medium,less_common,no,high
club together,1219,user_list,phrasal verb,medium,less_common,no,high
decide upon,1220,user_list,prepositional verb,medium,less_common,no,high
dial up,1221,user_list,phrasal verb,medium,less_common,no,high
dig yourself in,1222,user_list,phrasal verb,medium,less_common,no,medium
dwell upon,1223,user_list,prepositional verb,medium,less_common,no,high
edit out,1224,user_list,phrasal verb,medium,less_common,no,high
give over to,1225,user_list,phrasal-prepositional verb,medium,common,no,medium
laugh off,1226,user_list,phrasal verb,medium,less_common,no,high
lay aside,1227,user_list,phrasal verb,medium,less_common,no,high
lust after,1228,user_list,prepositional verb,medium,less_common,no,high
nail up,1229,user_list,phrasal verb,medium,less_common,no,high
pack out,1230,user_list,phrasal verb,medium,less_common,no,high
paper over,1231,user_list,phrasal verb,medium,less_common,no,high
play itself out,1232,user_list,phrasal verb,medium,less_common,no,medium
play yourself out,1233,user_list,phrasal verb,medium,less_common,no,medium
plough through,1234,user_list,phrasal verb,medium,less_common,no,high
scrape through,1235,user_list,phrasal verb,medium,less_common,no,high
scrape up,1236,user_list,phrasal verb,medium,less_common,no,high
seize upon,1237,user_list,prepositional verb,medium,less_common,no,high
stave off,1238,user_list,phrasal verb,medium,less_common,no,high
store up,1239,user_list,phrasal verb,medium,less_common,no,high
sweat off,1240,user_list,phrasal verb,medium,less_common,no,high
tap for,1241,user_list,prepositional verb,medium,less_common,no,high
tease out,1242,user_list,phrasal verb,medium,less_common,no,high
bottle out,1243,user_list,phrasal verb,medium,less_common,no,high
bring round,1244,user_list,phrasal verb,medium,common,no,high
bury yourself in,1245,user_list,phrasal verb,medium,less_common,no,medium
clean from,1246,user_list,prepositional verb,medium,less_common,no,high
clip off,1247,user_list,phrasal verb,medium,less_common,no,high
fall about,1248,user_list,phrasal verb,medium,common,no,high
fart around,1249,user_list,phrasal verb,hard,rare,no,high
gnaw at,1250,user_list,prepositional verb,medium,less_common,no,high
hang together,1251,user_list,phrasal verb,medium,less_common,no,high
major on,1252,user_list,prepositional verb,medium,less_common,no,high
model yourself on,1253,user_list,phrasal verb,medium,less_common,no,medium
pad out,1254,user_list,phrasal verb,medium,less_common,no,high
pal around,1255,user_list,phrasal verb,hard,rare,no,high
pepper with,1256,user_list,prepositional verb,medium,less_common,no,high
pitch up,1257,user_list,phrasal verb,medium,less_common,no,high
pony up,1258,user_list,phrasal verb,hard,rare,no,high
project onto,1259,user_list,prepositional verb,medium,less_common,no,high
push ahead,1260,user_list,phrasal verb,medium,less_common,no,high
rattle around,1261,user_list,phrasal verb,medium,less_common,no,high
separate out,1262,user_list,phrasal verb,medium,less_common,no,high
shrug off,1263,user_list,phrasal verb,medium,less_common,no,high
shut yourself off,1264,user_list,phrasal verb,medium,less_common,no,medium
sit down and do,1265,user_list,phrasal verb,hard,less_common,no,medium
size up,1266,user_list,phrasal verb,medium,less_common,no,high
skin up,1267,user_list,phrasal verb,medium,less_common,no,high
splash down,1268,user_list,phrasal verb,medium,less_common,no,high
starve of,1269,user_list,prepositional verb,medium,less_common,no,high
sweep along,1270,user_list,phrasal verb,medium,less_common,no,high
brick up,1271,user_list,phrasal verb,medium,less_common,no,high
bung up,1272,user_list,phrasal verb,medium,less_common,no,high
claw back,1273,user_list,phrasal verb,medium,less_common,no,high
connect up,1274,user_list,phrasal verb,medium,less_common,no,high
contract out,1275,user_list,phrasal verb,medium,less_common,no,high
detract from,1276,user_list,prepositional verb,medium,less_common,no,high
dial down,1277,user_list,phrasal verb,medium,less_common,no,high
dole out,1278,user_list,phrasal verb,medium,less_common,no,high
eke out,1279,user_list,phrasal verb,medium,less_common,no,high
expand upon,1280,user_list,prepositional verb,medium,less_common,no,high
feed through,1281,user_list,prepositional verb,medium,less_common,no,high
fight down,1282,user_list,phrasal verb,medium,less_common,no,high
flake out,1283,user_list,phrasal verb,medium,less_common,no,high
force back,1284,user_list,phrasal verb,medium,less_common,no,high
invite over,1285,user_list,prepositional verb,medium,less_common,no,high
kick against,1286,user_list,prepositional verb,medium,less_common,no,high
launch yourself into,1287,user_list,prepositional verb,medium,less_common,no,medium
log off,1288,user_list,phrasal verb,medium,less_common,no,high
mill around,1289,user_list,phrasal verb,medium,less_common,no,high
peck at,1290,user_list,prepositional verb,medium,less_common,no,high
peel out,1291,user_list,phrasal verb,medium,less_common,no,high
plumb in,1292,user_list,phrasal verb,medium,less_common,no,high
rattle off,1293,user_list,phrasal verb,medium,less_common,no,high
rattle on,1294,user_list,phrasal verb,medium,less_common,no,high
rig out,1295,user_list,phrasal verb,medium,less_common,no,high
sex up,1296,user_list,phrasal verb,medium,less_common,no,high
slap down,1297,user_list,phrasal verb,medium,less_common,no,high
string out,1298,user_list,phrasal verb,medium,less_common,no,high
sweep aside,1299,user_list,phrasal verb,medium,less_common,no,high
flinch from,1300,user_list,prepositional verb,medium,less_common,no,high
gamble away,1301,user_list,phrasal verb,medium,less_common,no,high
hedge in,1302,user_list,phrasal verb,medium,less_common,no,high
jazz up,1303,user_list,phrasal verb,hard,rare,no,high
kit out,1304,user_list,phrasal verb,hard,rare,no,high
knock around with,1305,user_list,phrasal-prepositional verb,hard,less_common,no,medium
labour under,1306,user_list,phrasal verb,medium,less_common,no,high
level against,1307,user_list,prepositional verb,medium,less_common,no,high
lull into,1308,user_list,prepositional verb,medium,less_common,no,high
mope around,1309,user_list,phrasal verb,hard,rare,no,high
muck about,1310,user_list,phrasal verb,hard,rare,no,high
muck around with,1311,user_list,phrasal-prepositional verb,hard,rare,no,medium
page through,1312,user_list,phrasal verb,medium,less_common,no,high
parcel out,1313,user_list,phrasal verb,medium,less_common,no,high
piss down,1314,user_list,phrasal verb,hard,rare,no,high
plough up,1315,user_list,phrasal verb,medium,less_common,no,high
pore over,1316,user_list,phrasal verb,medium,less_common,no,high
puzzle over,1317,user_list,phrasal verb,medium,less_common,no,high
range over,1318,user_list,prepositional verb,medium,less_common,no,high
ratchet up,1319,user_list,phrasal verb,medium,less_common,no,high
romp through,1320,user_list,phrasal verb,medium,less_common,no,high
scrape by,1321,user_list,phrasal verb,medium,less_common,no,high
scrape out,1322,user_list,phrasal verb,medium,less_common,no,high
shack up with,1323,user_list,phrasal-prepositional verb,hard,less_common,no,medium
slop out,1324,user_list,phrasal verb,hard,rare,no,high
snip off,1325,user_list,phrasal verb,medium,less_common,no,high
splash across,1326,user_list,phrasal verb,medium,less_common,no,high
squeeze out of,1327,user_list,phrasal-prepositional verb,hard,less_common,no,medium
squeeze up,1328,user_list,phrasal verb,medium,less_common,no,high
bone up on,1329,user_list,phrasal-prepositional verb,hard,less_common,no,medium
carry back,1330,user_list,phrasal verb,medium,common,no,high
chop at,1331,user_list,prepositional verb,medium,less_common,no,high
crouch over,1332,user_list,phrasal verb,medium,less_common,no,high
discourse on,1333,user_list,prepositional verb,medium,less_common,no,high
double up as,1334,user_list,phrasal-prepositional verb,hard,less_common,no,medium
fence off,1335,user_list,phrasal verb,medium,less_common,no,high
flag off,1336,user_list,phrasal verb,medium,less_common,no,high
flash around,1337,user_list,phrasal verb,medium,less_common,no,high
flash past,1338,user_list,phrasal verb,medium,less_common,no,high
fritter away,1339,user_list,phrasal verb,medium,less_common,no,high
grow away from,1340,user_list,phrasal-prepositional verb,medium,common,no,medium
gum up,1341,user_list,phrasal verb,medium,less_common,no,high
hammer home,1342,user_list,phrasal verb,medium,less_common,no,high
howl down,1343,user_list,phrasal verb,medium,less_common,no,high
kick about,1344,user_list,phrasal verb,medium,less_common,no,high
leaf through,1345,user_list,phrasal verb,medium,less_common,no,high
leap at,1346,user_list,prepositional verb,medium,less_common,no,high
level down,1347,user_list,phrasal verb,medium,less_common,no,high
lose out to,1348,user_list,phrasal-prepositional verb,hard,less_common,no,medium
luxuriate in,1349,user_list,phrasal verb,medium,less_common,no,high
mull over,1350,user_list,phrasal verb,medium,less_common,no,high
peg out,1351,user_list,phrasal verb,medium,less_common,no,high
pinch off,1352,user_list,phrasal verb,medium,less_common,no,high
pivot on,1353,user_list,phrasal verb,medium,less_common,no,high
pluck at,1354,user_list,prepositional verb,medium,less_common,no,high
pounce upon,1355,user_list,prepositional verb,medium,less_common,no,high
prise from,1356,user_list,prepositional verb,medium,less_common,no,high
pronounce on,1357,user_list,phrasal verb,medium,less_common,no,high
rally round,1358,user_list,phrasal verb,medium,less_common,no,high
rear on,1359,user_list,phrasal verb,medium,less_common,no,high
rust away,1360,user_list,phrasal verb,medium,less_common,no,high
scrape in,1361,user_list,phrasal verb,medium,less_common,no,high
scrub off,1362,user_list,phrasal verb,medium,less_common,no,high
scrub out,1363,user_list,phrasal verb,medium,less_common,no,high
section off,1364,user_list,phrasal verb,medium,less_common,no,high
shin up,1365,user_list,phrasal verb,medium,less_common,no,high
shut off from,1366,user_list,phrasal-prepositional verb,hard,less_common,no,medium
sit in for,1367,user_list,phrasal-prepositional verb,medium,common,no,medium
skate over,1368,user_list,phrasal verb,medium,less_common,no,high
skim off,1369,user_list,phrasal verb,medium,less_common,no,high
skip off,1370,user_list,phrasal verb,medium,less_common,no,high
smack up,1371,user_list,phrasal verb,medium,less_common,no,high
squeeze from,1372,user_list,prepositional verb,medium,less_common,no,high
steam off,1373,user_list,phrasal verb,medium,less_common,no,high
bottom out,1374,user_list,phrasal verb,medium,less_common,no,high
camp it up,1375,user_list,phrasal verb,medium,less_common,no,high
choke back,1376,user_list,phrasal verb,medium,less_common,no,high
choke off,1377,user_list,phrasal verb,medium,less_common,no,high
chuck away,1378,user_list,phrasal verb,medium,less_common,no,high
claim back,1379,user_list,phrasal verb,medium,less_common,no,high
clean down,1380,user_list,phrasal verb,medium,less_common,no,high
click through,1381,user_list,phrasal verb,medium,less_common,no,high
comb out,1382,user_list,phrasal verb,medium,less_common,no,high
come out of yourself,1383,user_list,phrasal-prepositional verb,hard,less_common,no,medium
cotton on,1384,user_list,phrasal verb,medium,less_common,no,high
cull from,1385,user_list,prepositional verb,medium,less_common,no,high
declare for,1386,user_list,prepositional verb,medium,less_common,no,high
dial into,1387,user_list,prepositional verb,medium,less_common,no,high
dig over,1388,user_list,phrasal verb,medium,less_common,no,high
fetch up,1389,user_list,phrasal verb,medium,less_common,no,high
fiddle around with,1390,user_list,phrasal-prepositional verb,hard,less_common,no,medium
find against,1391,user_list,prepositional verb,medium,common,no,high
follow on from,1392,user_list,phrasal-prepositional verb,hard,less_common,no,medium
front up,1393,user_list,phrasal verb,medium,less_common,no,high
gang together,1394,user_list,phrasal verb,medium,less_common,no,high
glance off,1395,user_list,phrasal verb,medium,less_common,no,high
hammer into,1396,user_list,prepositional verb,medium,less_common,no,high
hand round,1397,user_list,phrasal verb,medium,common,no,high
hire yourself out,1398,user_list,phrasal verb,medium,less_common,no,medium
hunt out,1399,user_list,phrasal verb,medium,less_common,no,high
jerk out,1400,user_list,phrasal verb,hard,rare,no,high
knuckle under,1401,user_list,phrasal verb,medium,less_common,no,high
launch out,1402,user_list,phrasal verb,medium,less_common,no,high
listen out for,1403,user_list,phrasal-prepositional verb,hard,less_common,no,medium
mope about,1404,user_list,phrasal verb,hard,rare,no,high
muck up,1405,user_list,phrasal verb,hard,rare,no,high
open onto,1406,user_list,prepositional verb,medium,less_common,no,high
order about,1407,user_list,prepositional verb,medium,less_common,no,high
pinch in,1408,user_list,phrasal verb,medium,less_common,no,high
pivot around,1409,user_list,phrasal verb,medium,less_common,no,high
punch into,1410,user_list,prepositional verb,medium,less_common,no,high
put by,1411,user_list,prepositional verb,medium,common,no,high
put down as,1412,user_list,phrasal-prepositional verb,medium,common,no,medium
put towards,1413,user_list,prepositional verb,medium,common,no,high
remit to,1414,user_list,prepositional verb,medium,less_common,no,high
resolve into,1415,user_list,prepositional verb,medium,less_common,no,high
root up,1416,user_list,phrasal verb,medium,less_common,no,high
rule out of,1417,user_list,phrasal-prepositional verb,hard,less_common,no,medium
sack off,1418,user_list,phrasal verb,medium,less_common,no,high
shut yourself away,1419,user_list,phrasal verb,medium,less_common,no,medium
smooth away,1420,user_list,phrasal verb,medium,less_common,no,high
sock away,1421,user_list,phrasal verb,medium,less_common,no,high
soup up,1422,user_list,phrasal verb,medium,less_common,no,high
split away,1423,user_list,phrasal verb,medium,less_common,no,high
spy out,1424,user_list,phrasal verb,medium,less_common,no,high
squirrel away,1425,user_list,phrasal verb,medium,less_common,no,high
stoke up,1426,user_list,phrasal verb,medium,less_common,no,high
stub out,1427,user_list,phrasal verb,medium,less_common,no,high
stump up,1428,user_list,phrasal verb,medium,less_common,no,high
tee up,1429,user_list,phrasal verb,hard,rare,no,high
bounce into,1430,user_list,prepositional verb,medium,less_common,no,high
bucket down,1431,user_list,phrasal verb,medium,less_common,no,high
bunch together,1432,user_list,phrasal verb,medium,less_common,no,high
bundle together,1433,user_list,phrasal verb,medium,less_common,no,high
bunk off,1434,user_list,phrasal verb,hard,rare,no,high
cast about for,1435,user_list,phrasal-prepositional verb,hard,less_common,no,medium
cast around for,1436,user_list,phrasal-prepositional verb,hard,less_common,no,medium
change round,1437,user_list,phrasal verb,medium,less_common,no,high
chew over,1438,user_list,phrasal verb,medium,less_common,no,high
coax out of,1439,user_list,phrasal-prepositional verb,hard,less_common,no,medium
cone off,1440,user_list,phrasal verb,medium,less_common,no,high
count toward,1441,user_list,prepositional verb,medium,less_common,no,high
count towards,1442,user_list,prepositional verb,medium,less_common,no,high
crowd round,1443,user_list,phrasal verb,medium,less_common,no,high
declare against,1444,user_list,prepositional verb,medium,less_common,no,high
dote on,1445,user_list,prepositional verb,medium,less_common,no,high
eff off,1446,user_list,phrasal verb,hard,rare,no,high
farm out to,1447,user_list,phrasal-prepositional verb,hard,less_common,no,medium
frighten away,1448,user_list,phrasal verb,medium,less_common,no,high
gad about,1449,user_list,phrasal verb,medium,less_common,no,high
get above yourself,1450,user_list,prepositional verb,medium,common,no,medium
grass over,1451,user_list,phrasal verb,medium,less_common,no,high
hash out,1452,user_list,phrasal verb,medium,less_common,no,high
hive off,1453,user_list,phrasal verb,medium,less_common,no,high
hold forth,1454,user_list,phrasal verb,medium,common,no,high
hunger after,1455,user_list,prepositional verb,medium,less_common,no,high
inhere in,1456,user_list,phrasal verb,medium,less_common,no,high
invite along,1457,user_list,prepositional verb,medium,less_common,no,high
jack around,1458,user_list,phrasal verb,hard,rare,no,high
jack into,1459,user_list,prepositional verb,hard,rare,no,high
kit up,1460,user_list,phrasal verb,hard,rare,no,high
lark around,1461,user_list,phrasal verb,hard,rare,no,high
map onto,1462,user_list,prepositional verb,medium,less_common,no,high
moon around,1463,user_list,phrasal verb,medium,less_common,no,high
palm off,1464,user_list,phrasal verb,medium,less_common,no,high
patch through,1465,user_list,phrasal verb,medium,less_common,no,high
patch together,1466,user_list,phrasal verb,medium,less_common,no,high
pike out,1467,user_list,phrasal verb,medium,less_common,no,high
piss around,1468,user_list,phrasal verb,hard,rare,no,high
plaster over,1469,user_list,phrasal verb,medium,less_common,no,high
